id,school,gender,age,home address,parents cohabitation,moms education,dads education,moms job,dads job,choice reason,guardian,travel time,nursery education,internet access,higher education,significant other,household size,family relationship,free time,social activities,study time,first periods grade,second periods grade,third periods grade,failures,absences,health,weekday drinking,weekend drinking,heavy drinking
63,0,1,16,1,1,1,2,4,3,3,1,1,1,1,1,0,0,4,4,3,2,8,10,9,0,4,1,1,1,0
64,0,1,16,1,1,4,3,2,1,1,0,1,1,1,1,0,1,3,4,4,3,10,9,9,0,2,4,2,4,1
65,0,1,15,1,1,4,3,3,3,3,1,1,1,1,1,1,0,4,4,4,2,10,10,10,0,0,2,2,4,1
66,0,1,16,1,1,4,3,2,3,0,0,3,1,1,1,0,0,5,4,3,2,16,15,15,0,2,1,1,2,0
67,0,0,15,1,0,4,4,4,3,3,0,1,0,1,1,1,1,1,3,3,4,13,13,12,0,4,3,5,5,1
68,0,1,16,1,1,3,1,3,4,0,0,1,1,1,1,0,1,4,3,3,4,7,7,6,0,4,5,1,2,0
69,0,1,15,0,1,2,2,1,3,3,0,2,1,1,1,0,0,4,1,3,2,8,9,8,0,2,4,1,3,1
70,0,1,15,0,1,3,1,4,4,3,1,2,0,1,1,0,0,4,4,2,4,16,16,16,0,12,3,2,3,1
71,0,0,16,1,1,3,1,4,4,3,1,2,1,1,1,0,1,4,3,2,4,13,15,15,0,0,5,1,1,0
72,0,0,15,1,1,4,2,4,4,0,0,1,1,1,1,0,1,3,3,3,4,10,10,10,0,0,3,1,1,0
73,0,1,15,0,1,1,1,4,4,3,0,1,0,1,1,1,1,3,3,4,2,8,6,5,2,2,5,2,4,1
74,0,0,16,1,1,3,1,4,4,3,0,1,1,0,1,0,1,5,3,2,1,12,12,14,0,2,5,2,2,1
75,0,1,16,1,1,3,3,4,3,1,0,1,1,1,1,0,1,4,3,3,2,11,12,11,0,54,5,2,4,1
76,0,0,15,1,1,4,3,2,4,1,0,1,1,1,1,0,1,4,3,3,2,9,9,10,0,6,5,2,3,1
77,0,0,15,1,1,4,0,2,4,0,0,2,1,1,1,0,1,3,4,3,4,11,11,10,0,8,1,1,1,0
78,0,1,16,1,1,2,2,4,4,3,0,1,1,1,1,1,1,5,2,3,4,11,11,11,0,0,3,1,3,1
79,0,0,17,1,1,2,1,4,4,1,0,2,1,1,0,0,1,4,5,1,1,8,8,10,3,2,3,1,1,0
80,0,1,16,1,1,3,4,0,4,0,0,1,1,1,1,0,1,2,4,3,2,5,5,5,0,12,3,1,2,0
81,0,0,15,1,1,2,3,4,3,0,1,1,0,1,1,1,1,3,2,2,1,10,12,12,0,2,3,1,3,1
82,0,0,15,1,1,2,3,4,4,1,0,1,0,1,1,0,1,5,3,2,3,11,10,11,0,4,5,1,2,0
83,0,1,15,1,1,3,2,3,4,3,0,1,1,1,1,0,0,4,4,4,2,7,6,6,0,10,5,1,1,0
84,0,0,15,1,1,2,2,3,3,1,0,2,1,1,1,0,0,5,3,3,2,15,15,15,0,4,4,1,3,1
85,0,1,15,1,1,1,1,4,4,1,1,1,0,1,1,0,1,4,3,2,2,9,10,10,0,2,4,2,3,1
86,0,1,15,1,1,4,4,3,3,3,1,2,1,1,1,1,1,4,4,4,2,7,9,8,2,6,5,2,3,1
87,0,1,16,1,1,2,2,0,4,0,0,1,1,0,1,0,0,4,3,4,2,8,7,6,0,4,2,1,2,0
88,0,1,15,1,1,4,2,4,4,3,0,1,1,1,1,0,1,5,3,3,3,13,14,14,0,4,1,1,3,1
89,0,0,16,1,1,2,2,3,4,3,1,2,0,1,1,0,1,4,4,2,2,11,10,10,1,12,3,1,1,0
90,0,0,16,1,0,4,4,2,1,3,0,1,1,0,1,0,0,4,1,3,2,8,6,7,0,18,5,3,5,1
91,0,1,16,1,1,3,3,4,4,1,0,1,1,1,1,1,1,4,3,3,3,7,7,8,0,0,4,1,3,1
92,0,1,15,1,1,4,3,3,4,3,0,1,1,1,1,0,1,4,5,5,1,16,17,18,0,4,1,1,3,1
93,0,1,16,1,1,3,1,4,4,1,1,1,1,0,1,0,0,3,3,3,2,7,6,6,0,4,2,2,3,1
94,0,1,16,1,1,4,2,2,3,1,0,2,1,1,1,0,1,5,3,3,2,11,10,10,0,0,1,1,1,0
95,0,0,15,1,1,2,2,3,1,3,0,1,1,1,1,0,0,4,3,4,4,11,13,14,0,6,4,1,1,0
96,0,1,15,0,1,1,1,0,4,1,0,2,1,1,1,0,1,3,1,2,4,7,10,10,1,2,1,1,1,0
97,0,0,16,0,1,4,3,3,4,3,0,2,0,1,1,0,1,3,3,3,1,11,15,15,0,2,4,1,1,0
98,0,1,16,1,1,2,1,4,4,0,0,1,1,0,1,1,1,4,3,5,2,8,9,10,0,2,5,1,1,0
99,0,1,16,1,1,4,4,4,4,3,0,1,0,1,1,0,1,5,3,4,1,11,14,14,0,6,1,1,2,0
100,0,1,16,1,1,4,3,4,0,0,0,1,1,1,1,0,1,5,3,5,3,7,9,8,0,0,3,1,1,0
101,0,0,16,1,1,4,4,3,3,4,0,1,1,1,1,0,1,4,5,5,1,7,7,5,0,14,4,5,5,1
102,0,0,16,1,1,4,4,3,2,4,1,1,1,1,1,1,1,4,4,3,3,16,17,17,0,0,4,1,1,0
103,0,0,15,1,1,4,4,3,4,0,0,1,0,1,1,0,1,5,3,3,1,10,13,14,0,4,5,1,1,0
104,0,1,15,1,1,3,2,3,4,1,0,2,1,1,1,0,1,4,3,5,2,7,6,6,0,26,2,1,1,0
105,0,0,15,1,0,3,4,3,4,0,0,1,1,1,1,0,1,5,4,4,2,16,18,18,0,0,1,1,1,0
106,0,1,15,1,0,3,3,4,1,3,1,1,1,0,1,0,1,4,3,3,4,10,11,11,0,10,4,1,1,0
107,0,1,15,1,1,2,2,4,4,0,0,1,1,1,1,0,1,5,1,2,4,7,8,8,0,8,3,1,1,0
108,0,0,16,1,1,3,3,3,4,1,1,1,1,1,1,0,1,5,3,3,3,16,18,18,0,2,5,1,1,0
109,0,0,15,0,1,4,4,4,4,1,1,4,1,1,1,1,1,1,3,5,4,10,13,13,0,6,1,3,5,1
110,0,1,16,1,1,4,4,1,1,4,0,1,1,1,1,1,0,5,4,5,3,14,15,16,0,4,4,1,1,0
111,0,0,15,1,0,4,4,2,2,0,0,1,1,1,1,0,0,5,5,3,1,18,19,19,0,6,4,1,1,0
112,0,1,16,0,1,3,3,3,4,3,1,1,1,1,1,0,1,4,1,2,3,7,10,10,1,0,2,1,1,0
113,0,1,16,1,1,2,2,0,4,1,0,1,1,1,1,0,1,3,1,2,2,10,13,13,1,6,5,1,1,0
114,0,0,15,1,1,4,2,2,4,0,0,1,1,1,1,0,0,3,5,2,1,18,19,19,0,10,3,1,1,0
115,0,0,15,0,1,2,1,1,3,3,0,1,1,1,1,1,1,5,4,2,2,9,9,9,0,8,5,1,1,0
116,0,0,16,1,1,4,4,2,2,0,1,1,1,1,1,0,1,5,4,4,2,15,15,16,0,2,5,1,2,0
117,0,0,15,1,1,4,4,4,2,3,1,2,1,0,1,0,1,4,4,3,2,11,13,14,0,2,2,1,1,0
118,0,0,16,1,1,3,3,4,3,1,1,2,1,1,1,0,1,5,4,2,1,13,14,13,0,0,5,1,1,0
119,0,0,17,0,1,1,3,4,4,0,1,3,1,1,1,0,1,5,2,4,2,9,7,8,1,20,5,1,4,1
120,0,0,15,1,1,3,4,4,4,3,1,1,1,1,1,0,1,3,4,3,1,14,13,13,0,6,4,1,2,0
121,0,1,15,1,1,1,2,0,3,0,0,1,0,1,1,0,1,3,2,3,2,16,15,15,0,2,1,1,2,0
122,0,0,15,1,1,2,2,3,3,1,1,1,1,1,1,0,1,5,5,4,4,16,14,15,0,6,5,1,2,0
123,0,1,16,1,1,2,4,4,1,0,1,2,1,1,1,1,0,4,2,2,2,13,13,13,0,2,5,1,2,0
124,0,0,16,1,1,4,4,1,4,0,0,1,1,1,1,0,1,3,4,4,1,14,11,13,0,18,5,1,4,1
125,0,1,16,1,1,2,2,4,4,1,0,1,1,1,1,1,1,5,4,4,2,8,7,8,0,0,5,1,1,0
126,0,0,15,1,1,3,4,3,3,1,1,1,1,1,1,0,1,5,5,5,1,13,13,12,0,0,5,3,2,1
127,0,1,15,1,0,3,4,4,4,1,0,1,1,1,1,1,0,5,3,2,2,7,10,11,0,0,1,1,1,0
128,0,1,19,1,1,0,1,0,4,0,4,1,0,0,0,0,1,3,4,2,2,7,8,9,3,2,5,1,1,0
129,0,0,18,0,1,2,2,3,4,3,0,1,1,1,1,0,1,3,3,3,1,7,4,0,2,0,4,1,2,0
130,0,0,16,0,1,4,4,2,2,0,0,1,1,1,1,0,1,3,5,5,1,18,18,18,0,8,4,2,5,1
131,0,1,15,0,1,3,4,3,2,0,1,2,1,1,1,1,1,4,2,2,3,12,0,0,2,0,5,2,2,1
132,0,1,15,1,1,1,1,0,4,0,0,3,0,1,1,1,1,4,3,3,1,8,0,0,0,0,4,1,2,0
133,0,1,17,1,1,2,2,4,4,0,1,1,1,1,1,1,0,3,4,4,1,10,13,12,0,12,5,1,3,1
134,0,1,16,1,0,3,4,3,4,0,1,1,1,1,1,0,1,3,2,1,1,12,11,11,0,16,5,1,4,1
135,0,0,15,0,1,3,4,0,2,0,0,4,1,0,1,1,1,5,3,3,2,9,0,0,0,0,5,1,1,0
136,0,1,15,1,1,4,4,3,0,0,0,1,1,1,1,1,1,4,3,3,3,11,0,0,0,0,5,1,1,0
137,0,0,17,0,1,3,4,0,4,0,0,3,1,0,1,0,1,5,4,5,2,10,0,0,0,0,5,2,4,1
138,0,1,16,1,0,3,3,4,4,0,4,2,0,1,1,1,1,4,3,2,1,4,0,0,2,0,5,1,1,0
139,0,0,16,1,1,1,1,3,4,0,0,1,1,0,1,1,0,4,4,4,2,14,12,12,1,0,5,1,3,1
140,0,1,15,1,1,4,4,2,2,0,0,2,1,1,1,0,1,4,3,2,1,16,16,15,0,0,5,1,1,0
141,0,0,15,1,1,4,3,2,3,0,1,2,1,1,1,0,1,2,2,2,4,7,9,0,0,0,3,1,1,0
142,0,0,16,1,1,2,2,3,3,3,1,2,1,1,1,0,0,2,3,3,1,9,9,9,2,8,2,2,2,1
143,0,1,15,1,1,4,4,2,3,0,0,1,1,1,1,0,1,4,2,2,3,9,11,11,0,2,5,1,1,0
144,0,1,16,1,1,1,1,0,0,0,0,1,1,1,1,0,0,3,4,4,1,14,14,13,0,2,1,3,3,1
145,0,0,17,1,1,2,1,4,4,1,0,1,1,1,1,0,1,5,4,5,1,5,0,0,3,0,5,1,2,0
146,0,1,15,1,1,1,1,4,3,0,1,1,1,1,1,0,1,4,4,2,2,8,11,11,0,0,5,1,2,0
147,0,1,15,1,1,3,2,1,3,1,1,1,1,1,1,0,1,3,3,2,2,6,7,0,3,0,3,1,1,0
148,0,1,15,1,1,1,2,0,4,0,0,1,0,1,1,0,1,4,3,2,2,10,11,11,0,2,5,1,1,0
149,0,0,16,1,1,4,4,2,2,0,0,1,1,1,0,1,1,3,3,2,1,7,6,0,0,0,5,2,1,0
150,0,0,15,1,0,2,1,3,4,0,0,4,1,1,1,0,0,4,5,5,1,8,9,10,3,0,5,2,5,1
151,0,0,18,1,1,1,1,4,4,0,0,1,1,1,0,1,0,2,3,5,1,6,5,0,3,0,4,2,5,1
152,0,0,16,1,1,2,1,0,4,0,0,1,1,0,1,1,0,4,4,4,1,12,13,14,1,6,5,3,5,1
153,0,1,15,0,1,3,3,3,3,3,4,2,1,1,1,1,1,4,2,1,3,10,10,10,2,8,3,2,3,1
154,0,0,19,1,1,3,2,3,0,1,0,1,1,1,0,1,1,4,5,4,1,5,0,0,3,0,4,1,1,0
155,0,1,17,1,1,4,4,4,2,0,0,1,1,0,1,1,1,4,2,1,1,11,11,12,0,0,4,1,1,0
156,0,0,15,0,1,2,3,0,3,0,0,1,1,0,1,0,1,4,4,4,2,11,8,8,0,2,1,1,1,0
157,0,0,17,0,1,1,2,4,4,3,0,1,1,0,1,0,0,2,2,2,1,16,12,13,0,8,5,3,3,1
158,0,1,18,0,1,1,1,0,4,0,0,3,0,0,1,0,1,5,2,5,1,9,8,10,3,6,4,1,5,1
159,0,0,16,0,1,2,2,0,4,0,0,3,0,0,1,0,1,4,2,2,1,17,15,15,0,2,3,1,2,0
160,0,0,16,1,1,3,3,4,3,0,1,1,1,1,1,1,1,4,5,5,2,10,12,12,1,4,5,4,4,1
161,0,0,17,0,1,2,1,0,4,0,0,2,1,1,0,1,0,3,3,2,1,7,6,0,2,0,5,2,2,1
162,0,0,15,0,1,3,2,4,4,0,0,2,1,1,1,1,1,4,4,4,2,5,9,7,2,6,3,1,4,1
163,0,0,16,1,1,1,2,4,4,0,0,2,1,0,1,0,0,4,4,4,1,7,0,0,1,0,5,2,4,1
164,0,0,17,1,1,1,3,0,3,0,1,1,1,1,0,0,1,5,3,3,1,10,10,10,0,2,2,1,4,1
165,0,0,17,0,1,1,1,4,3,0,0,4,1,0,0,1,0,5,3,5,2,5,8,7,3,0,5,1,5,1
166,0,0,16,1,1,3,2,3,3,0,0,2,0,0,0,0,1,4,5,2,1,12,11,12,1,16,2,1,1,0
167,0,0,16,1,1,2,2,4,4,0,1,1,1,1,0,0,1,4,3,5,2,10,10,10,0,4,4,2,4,1
168,0,1,16,1,1,4,2,1,3,1,1,1,1,1,1,1,1,4,2,3,2,14,15,16,0,0,3,1,1,0
169,0,1,16,1,1,2,2,4,4,1,0,1,0,1,1,0,1,5,1,5,2,6,7,0,0,0,4,1,1,0
170,0,1,16,1,1,4,4,1,1,3,0,1,1,1,1,1,1,4,4,2,2,14,14,14,0,0,3,1,1,0
171,0,0,16,1,1,3,4,4,4,0,1,3,0,1,1,0,1,3,4,5,1,6,5,0,2,0,2,2,4,1
172,0,0,16,1,1,1,0,4,4,3,0,2,1,1,1,1,1,4,3,2,2,13,15,16,0,2,3,1,1,0
173,0,0,17,1,1,4,4,2,4,3,0,1,1,1,1,0,0,4,4,4,2,13,11,10,0,0,5,1,3,1
174,0,1,16,1,1,1,3,0,3,1,0,1,0,1,1,1,1,4,3,5,2,8,7,0,3,0,3,1,1,0
175,0,1,16,1,1,3,3,4,4,3,0,2,1,1,1,0,0,4,4,5,2,10,11,9,0,4,4,1,1,0
176,0,0,17,1,1,4,3,2,4,0,0,2,1,1,1,0,0,4,4,4,2,10,9,9,0,4,4,4,4,1
177,0,1,16,1,1,2,2,3,4,3,0,2,0,1,1,0,1,3,4,4,2,13,13,11,0,2,5,1,4,1
178,0,0,17,1,1,3,3,4,4,3,1,1,0,1,1,0,1,4,3,4,2,6,5,6,0,4,4,1,4,1
179,0,0,16,0,1,4,2,2,3,4,0,1,1,1,1,1,1,4,3,3,1,10,8,9,0,10,3,3,4,1
180,0,0,17,1,1,4,3,4,4,0,0,1,1,1,1,1,1,5,2,3,2,10,10,11,0,4,2,1,1,0
181,0,0,16,1,1,4,3,2,4,1,0,1,1,1,1,0,1,3,4,3,2,9,8,8,0,10,3,2,3,1
182,0,0,16,1,1,3,3,3,4,1,0,1,1,1,1,1,1,4,2,3,2,12,13,12,0,2,3,1,2,0
183,0,1,17,1,1,2,4,3,3,3,1,1,1,0,1,0,1,5,4,2,2,16,17,17,0,0,5,2,3,1
184,0,1,17,1,1,3,3,4,4,3,0,1,1,1,1,1,0,5,3,3,2,9,9,8,0,56,1,2,3,1
185,0,1,16,1,1,3,2,4,4,3,0,1,1,1,1,0,1,1,2,2,2,12,13,12,0,14,1,1,2,0
186,0,0,17,1,1,3,3,3,3,4,0,1,1,1,1,1,1,4,3,4,2,12,12,11,0,12,4,2,3,1
187,0,0,16,1,1,1,2,3,3,4,0,1,1,1,1,1,1,3,3,3,1,11,12,11,0,2,3,1,2,0
188,0,0,16,1,1,2,1,4,4,0,0,1,1,1,1,1,0,4,2,3,2,15,15,15,0,0,5,1,2,0
189,0,1,17,1,0,3,3,1,4,3,0,1,0,1,1,1,1,3,3,3,2,8,7,9,0,6,3,1,3,1
190,0,0,17,0,1,1,2,0,4,1,0,1,1,0,1,0,1,3,1,3,2,8,9,10,0,4,3,1,5,1
191,0,1,16,1,1,2,3,3,3,0,0,1,1,1,1,0,1,4,3,3,2,11,12,13,0,10,2,1,1,0
192,0,1,17,1,1,1,1,0,3,0,0,1,1,1,1,0,1,5,3,3,2,8,8,9,0,0,3,1,1,0
193,0,0,17,1,1,1,2,0,3,4,4,2,0,1,1,0,1,4,4,4,2,7,8,8,0,12,5,4,5,1
194,0,0,16,0,1,3,3,3,3,3,0,1,1,1,1,0,1,4,3,2,1,8,9,10,0,8,5,3,4,1
195,0,0,16,1,1,2,3,4,4,1,1,2,1,1,1,0,1,5,3,3,1,13,14,14,0,0,3,1,1,0
196,0,1,17,1,1,2,4,3,3,0,1,1,1,1,1,1,0,4,3,2,2,14,15,15,0,0,5,1,1,0
197,0,0,17,1,1,4,4,3,2,1,0,1,1,1,1,0,1,5,2,3,1,17,15,16,0,4,5,1,2,0
198,0,0,16,0,1,3,3,2,4,1,1,3,1,1,1,0,0,3,3,4,1,9,9,10,0,8,3,3,5,1
199,0,1,17,1,1,4,4,3,2,1,0,2,1,1,1,0,1,4,2,4,1,18,18,18,1,24,2,2,3,1
200,0,1,16,1,1,4,4,2,2,3,0,1,1,1,1,0,0,4,5,2,2,9,9,10,0,0,3,1,2,0
201,0,1,16,1,1,4,3,1,4,1,0,1,1,1,1,0,1,4,3,5,2,16,16,16,0,2,2,1,5,1
202,0,1,16,1,1,2,3,4,4,3,0,1,1,0,1,0,1,4,4,3,2,8,10,10,0,6,4,1,3,1
203,0,1,17,1,1,1,1,4,4,0,0,1,0,0,1,0,1,4,4,4,2,9,9,10,0,4,1,1,3,1
204,0,1,17,0,1,2,2,4,4,3,0,1,1,1,1,0,1,5,3,2,1,7,6,6,0,18,3,1,2,0
205,0,1,16,0,1,2,2,3,3,3,0,2,0,1,1,0,1,5,3,5,4,10,10,11,0,6,5,1,1,0
206,0,1,17,1,1,3,4,0,3,1,0,1,1,1,1,1,1,4,4,3,3,10,9,9,1,28,5,3,4,1
207,0,1,16,1,0,3,1,3,4,0,0,1,1,1,1,0,1,2,3,3,2,7,7,7,3,5,4,2,2,1
208,0,1,16,1,1,4,3,2,4,4,0,1,1,1,1,1,1,1,3,2,2,11,12,13,0,10,1,1,1,0
209,0,1,16,1,1,1,1,0,4,1,0,2,1,0,1,0,1,4,3,2,1,9,9,10,0,6,5,1,4,1
210,0,1,17,0,1,4,3,2,4,3,0,2,1,1,1,1,1,4,4,2,3,7,7,7,0,6,4,1,1,0
211,0,1,19,1,1,3,3,4,4,3,4,1,1,1,1,0,1,4,3,3,4,8,8,8,0,10,3,1,2,0
212,0,0,17,1,1,4,4,3,4,1,0,1,1,1,1,1,0,5,3,5,2,12,12,13,0,13,3,4,5,1
213,0,1,16,1,0,2,2,4,4,3,0,1,1,1,1,0,1,3,3,4,2,12,13,14,0,0,4,1,1,0
214,0,0,18,1,1,2,2,3,4,1,0,1,1,1,1,0,1,4,4,4,2,6,7,8,1,15,5,2,4,1
215,0,1,17,0,1,4,4,3,4,4,0,1,1,0,1,0,0,5,2,1,1,8,10,10,0,12,3,1,2,0
216,0,1,17,1,1,3,2,4,4,3,0,2,1,1,1,0,0,4,4,4,2,14,15,15,0,2,1,1,3,1
217,0,1,17,1,1,4,3,4,4,3,0,1,1,1,1,1,1,3,4,5,2,6,6,4,2,22,1,2,4,1
218,0,0,18,1,1,3,3,3,1,1,1,1,1,1,1,0,0,3,2,4,2,6,6,8,1,13,4,2,4,1
219,0,1,17,1,1,2,3,0,4,1,1,2,1,0,1,0,1,3,3,3,1,7,7,8,0,3,3,1,4,1
220,0,1,17,1,1,2,2,0,0,0,0,1,1,1,1,0,1,4,3,3,3,9,10,10,0,4,4,1,1,0
221,0,1,17,0,1,2,1,0,3,3,0,2,1,1,1,0,1,4,2,5,2,6,6,6,0,2,5,1,2,0
