id,school,gender,age,home address,parents cohabitation,moms education,dads education,moms job,dads job,choice reason,guardian,travel time,nursery education,internet access,higher education,significant other,household size,family relationship,free time,social activities,study time,first periods grade,second periods grade,third periods grade,failures,absences,health,weekday drinking,weekend drinking,heavy drinking
48,GP,M,16,U,T,4,3,health,services,reputation,mother,1,yes,yes,yes,no,GT3,4,2,2,4,19,19,20,0,4,2,1,1,no
49,GP,M,15,U,T,4,2,teacher,other,home,mother,1,yes,no,yes,no,GT3,4,3,3,2,15,15,14,0,2,5,2,2,yes
50,GP,F,15,U,T,4,4,services,teacher,other,father,1,no,yes,yes,no,GT3,4,4,4,2,7,7,7,1,2,3,1,1,no
51,GP,F,16,U,T,2,2,services,services,course,mother,3,yes,yes,yes,no,LE3,4,3,3,2,12,13,13,0,2,4,2,3,yes
52,GP,F,15,U,T,4,2,health,other,other,mother,1,yes,yes,yes,no,LE3,4,3,3,2,11,13,13,0,2,5,1,1,no
53,GP,M,15,U,A,4,2,health,health,other,father,2,yes,no,yes,no,LE3,5,5,5,1,11,11,10,1,6,5,3,4,yes
54,GP,F,15,U,T,4,4,services,services,course,mother,1,yes,yes,yes,no,GT3,3,3,4,1,8,10,11,0,0,5,2,3,yes
55,GP,F,15,U,A,3,3,other,other,other,mother,1,yes,yes,yes,no,LE3,5,3,4,1,10,13,13,0,6,1,4,4,yes
56,GP,F,16,U,A,2,1,other,other,other,mother,1,yes,yes,yes,yes,GT3,5,3,4,2,8,9,10,0,8,2,1,1,no
57,GP,F,15,U,A,4,3,services,services,reputation,mother,1,yes,yes,yes,no,GT3,4,3,2,2,14,15,15,0,0,1,1,1,no
58,GP,M,15,U,T,4,4,teacher,health,reputation,mother,1,yes,no,yes,no,GT3,3,2,2,2,14,15,15,0,4,5,1,1,no
59,GP,M,15,U,T,1,2,other,at_home,home,father,1,yes,yes,yes,no,LE3,4,3,2,2,9,10,9,0,2,5,1,1,no
60,GP,F,16,U,T,4,2,services,other,course,mother,1,yes,yes,yes,no,GT3,4,2,3,2,15,16,16,0,2,5,1,1,no
61,GP,F,16,R,T,4,4,health,teacher,other,mother,1,yes,no,yes,no,GT3,2,4,4,2,10,11,11,0,6,4,2,3,yes
62,GP,F,16,U,T,1,1,services,services,course,father,4,no,yes,yes,yes,GT3,5,5,5,1,10,8,11,0,6,5,5,5,yes
63,GP,F,16,U,T,1,2,other,services,reputation,father,1,yes,yes,yes,no,LE3,4,4,3,2,8,10,9,0,4,1,1,1,no
64,GP,F,16,U,T,4,3,teacher,health,home,mother,1,yes,yes,yes,no,GT3,3,4,4,3,10,9,9,0,2,4,2,4,yes
65,GP,F,15,U,T,4,3,services,services,reputation,father,1,yes,yes,yes,yes,LE3,4,4,4,2,10,10,10,0,0,2,2,4,yes
66,GP,F,16,U,T,4,3,teacher,services,course,mother,3,yes,yes,yes,no,LE3,5,4,3,2,16,15,15,0,2,1,1,2,no
67,GP,M,15,U,A,4,4,other,services,reputation,mother,1,no,yes,yes,yes,GT3,1,3,3,4,13,13,12,0,4,3,5,5,yes
68,GP,F,16,U,T,3,1,services,other,course,mother,1,yes,yes,yes,no,GT3,4,3,3,4,7,7,6,0,4,5,1,2,no
69,GP,F,15,R,T,2,2,health,services,reputation,mother,2,yes,yes,yes,no,LE3,4,1,3,2,8,9,8,0,2,4,1,3,yes
70,GP,F,15,R,T,3,1,other,other,reputation,father,2,no,yes,yes,no,LE3,4,4,2,4,16,16,16,0,12,3,2,3,yes
71,GP,M,16,U,T,3,1,other,other,reputation,father,2,yes,yes,yes,no,GT3,4,3,2,4,13,15,15,0,0,5,1,1,no
72,GP,M,15,U,T,4,2,other,other,course,mother,1,yes,yes,yes,no,GT3,3,3,3,4,10,10,10,0,0,3,1,1,no
73,GP,F,15,R,T,1,1,other,other,reputation,mother,1,no,yes,yes,yes,GT3,3,3,4,2,8,6,5,2,2,5,2,4,yes
74,GP,M,16,U,T,3,1,other,other,reputation,mother,1,yes,no,yes,no,GT3,5,3,2,1,12,12,14,0,2,5,2,2,yes
75,GP,F,16,U,T,3,3,other,services,home,mother,1,yes,yes,yes,no,GT3,4,3,3,2,11,12,11,0,54,5,2,4,yes
76,GP,M,15,U,T,4,3,teacher,other,home,mother,1,yes,yes,yes,no,GT3,4,3,3,2,9,9,10,0,6,5,2,3,yes
77,GP,M,15,U,T,4,0,teacher,other,course,mother,2,yes,yes,yes,no,GT3,3,4,3,4,11,11,10,0,8,1,1,1,no
78,GP,F,16,U,T,2,2,other,other,reputation,mother,1,yes,yes,yes,yes,GT3,5,2,3,4,11,11,11,0,0,3,1,3,yes
79,GP,M,17,U,T,2,1,other,other,home,mother,2,yes,yes,no,no,GT3,4,5,1,1,8,8,10,3,2,3,1,1,no
80,GP,F,16,U,T,3,4,at_home,other,course,mother,1,yes,yes,yes,no,GT3,2,4,3,2,5,5,5,0,12,3,1,2,no
81,GP,M,15,U,T,2,3,other,services,course,father,1,no,yes,yes,yes,GT3,3,2,2,1,10,12,12,0,2,3,1,3,yes
82,GP,M,15,U,T,2,3,other,other,home,mother,1,no,yes,yes,no,GT3,5,3,2,3,11,10,11,0,4,5,1,2,no
83,GP,F,15,U,T,3,2,services,other,reputation,mother,1,yes,yes,yes,no,LE3,4,4,4,2,7,6,6,0,10,5,1,1,no
84,GP,M,15,U,T,2,2,services,services,home,mother,2,yes,yes,yes,no,LE3,5,3,3,2,15,15,15,0,4,4,1,3,yes
85,GP,F,15,U,T,1,1,other,other,home,father,1,no,yes,yes,no,GT3,4,3,2,2,9,10,10,0,2,4,2,3,yes
86,GP,F,15,U,T,4,4,services,services,reputation,father,2,yes,yes,yes,yes,GT3,4,4,4,2,7,9,8,2,6,5,2,3,yes
87,GP,F,16,U,T,2,2,at_home,other,course,mother,1,yes,no,yes,no,LE3,4,3,4,2,8,7,6,0,4,2,1,2,no
88,GP,F,15,U,T,4,2,other,other,reputation,mother,1,yes,yes,yes,no,GT3,5,3,3,3,13,14,14,0,4,1,1,3,yes
89,GP,M,16,U,T,2,2,services,other,reputation,father,2,no,yes,yes,no,GT3,4,4,2,2,11,10,10,1,12,3,1,1,no
90,GP,M,16,U,A,4,4,teacher,health,reputation,mother,1,yes,no,yes,no,LE3,4,1,3,2,8,6,7,0,18,5,3,5,yes
91,GP,F,16,U,T,3,3,other,other,home,mother,1,yes,yes,yes,yes,GT3,4,3,3,3,7,7,8,0,0,4,1,3,yes
92,GP,F,15,U,T,4,3,services,other,reputation,mother,1,yes,yes,yes,no,GT3,4,5,5,1,16,17,18,0,4,1,1,3,yes
93,GP,F,16,U,T,3,1,other,other,home,father,1,yes,no,yes,no,LE3,3,3,3,2,7,6,6,0,4,2,2,3,yes
94,GP,F,16,U,T,4,2,teacher,services,home,mother,2,yes,yes,yes,no,GT3,5,3,3,2,11,10,10,0,0,1,1,1,no
95,GP,M,15,U,T,2,2,services,health,reputation,mother,1,yes,yes,yes,no,LE3,4,3,4,4,11,13,14,0,6,4,1,1,no
96,GP,F,15,R,T,1,1,at_home,other,home,mother,2,yes,yes,yes,no,GT3,3,1,2,4,7,10,10,1,2,1,1,1,no
97,GP,M,16,R,T,4,3,services,other,reputation,mother,2,no,yes,yes,no,GT3,3,3,3,1,11,15,15,0,2,4,1,1,no
98,GP,F,16,U,T,2,1,other,other,course,mother,1,yes,no,yes,yes,GT3,4,3,5,2,8,9,10,0,2,5,1,1,no
99,GP,F,16,U,T,4,4,other,other,reputation,mother,1,no,yes,yes,no,GT3,5,3,4,1,11,14,14,0,6,1,1,2,no
100,GP,F,16,U,T,4,3,other,at_home,course,mother,1,yes,yes,yes,no,GT3,5,3,5,3,7,9,8,0,0,3,1,1,no
101,GP,M,16,U,T,4,4,services,services,other,mother,1,yes,yes,yes,no,GT3,4,5,5,1,7,7,5,0,14,4,5,5,yes
102,GP,M,16,U,T,4,4,services,teacher,other,father,1,yes,yes,yes,yes,GT3,4,4,3,3,16,17,17,0,0,4,1,1,no
103,GP,M,15,U,T,4,4,services,other,course,mother,1,no,yes,yes,no,GT3,5,3,3,1,10,13,14,0,4,5,1,1,no
104,GP,F,15,U,T,3,2,services,other,home,mother,2,yes,yes,yes,no,GT3,4,3,5,2,7,6,6,0,26,2,1,1,no
105,GP,M,15,U,A,3,4,services,other,course,mother,1,yes,yes,yes,no,GT3,5,4,4,2,16,18,18,0,0,1,1,1,no
106,GP,F,15,U,A,3,3,other,health,reputation,father,1,yes,no,yes,no,GT3,4,3,3,4,10,11,11,0,10,4,1,1,no
107,GP,F,15,U,T,2,2,other,other,course,mother,1,yes,yes,yes,no,GT3,5,1,2,4,7,8,8,0,8,3,1,1,no
108,GP,M,16,U,T,3,3,services,other,home,father,1,yes,yes,yes,no,GT3,5,3,3,3,16,18,18,0,2,5,1,1,no
109,GP,M,15,R,T,4,4,other,other,home,father,4,yes,yes,yes,yes,GT3,1,3,5,4,10,13,13,0,6,1,3,5,yes
110,GP,F,16,U,T,4,4,health,health,other,mother,1,yes,yes,yes,yes,LE3,5,4,5,3,14,15,16,0,4,4,1,1,no
111,GP,M,15,U,A,4,4,teacher,teacher,course,mother,1,yes,yes,yes,no,LE3,5,5,3,1,18,19,19,0,6,4,1,1,no
112,GP,F,16,R,T,3,3,services,other,reputation,father,1,yes,yes,yes,no,GT3,4,1,2,3,7,10,10,1,0,2,1,1,no
113,GP,F,16,U,T,2,2,at_home,other,home,mother,1,yes,yes,yes,no,GT3,3,1,2,2,10,13,13,1,6,5,1,1,no
114,GP,M,15,U,T,4,2,teacher,other,course,mother,1,yes,yes,yes,no,LE3,3,5,2,1,18,19,19,0,10,3,1,1,no
115,GP,M,15,R,T,2,1,health,services,reputation,mother,1,yes,yes,yes,yes,GT3,5,4,2,2,9,9,9,0,8,5,1,1,no
116,GP,M,16,U,T,4,4,teacher,teacher,course,father,1,yes,yes,yes,no,GT3,5,4,4,2,15,15,16,0,2,5,1,2,no
117,GP,M,15,U,T,4,4,other,teacher,reputation,father,2,yes,no,yes,no,GT3,4,4,3,2,11,13,14,0,2,2,1,1,no
118,GP,M,16,U,T,3,3,other,services,home,father,2,yes,yes,yes,no,GT3,5,4,2,1,13,14,13,0,0,5,1,1,no
119,GP,M,17,R,T,1,3,other,other,course,father,3,yes,yes,yes,no,GT3,5,2,4,2,9,7,8,1,20,5,1,4,yes
120,GP,M,15,U,T,3,4,other,other,reputation,father,1,yes,yes,yes,no,GT3,3,4,3,1,14,13,13,0,6,4,1,2,no
121,GP,F,15,U,T,1,2,at_home,services,course,mother,1,no,yes,yes,no,GT3,3,2,3,2,16,15,15,0,2,1,1,2,no
122,GP,M,15,U,T,2,2,services,services,home,father,1,yes,yes,yes,no,GT3,5,5,4,4,16,14,15,0,6,5,1,2,no
123,GP,F,16,U,T,2,4,other,health,course,father,2,yes,yes,yes,yes,LE3,4,2,2,2,13,13,13,0,2,5,1,2,no
124,GP,M,16,U,T,4,4,health,other,course,mother,1,yes,yes,yes,no,GT3,3,4,4,1,14,11,13,0,18,5,1,4,yes
125,GP,F,16,U,T,2,2,other,other,home,mother,1,yes,yes,yes,yes,GT3,5,4,4,2,8,7,8,0,0,5,1,1,no
126,GP,M,15,U,T,3,4,services,services,home,father,1,yes,yes,yes,no,GT3,5,5,5,1,13,13,12,0,0,5,3,2,yes
127,GP,F,15,U,A,3,4,other,other,home,mother,1,yes,yes,yes,yes,LE3,5,3,2,2,7,10,11,0,0,1,1,1,no
128,GP,F,19,U,T,0,1,at_home,other,course,other,1,no,no,no,no,GT3,3,4,2,2,7,8,9,3,2,5,1,1,no
129,GP,M,18,R,T,2,2,services,other,reputation,mother,1,yes,yes,yes,no,GT3,3,3,3,1,7,4,0,2,0,4,1,2,no
130,GP,M,16,R,T,4,4,teacher,teacher,course,mother,1,yes,yes,yes,no,GT3,3,5,5,1,18,18,18,0,8,4,2,5,yes
131,GP,F,15,R,T,3,4,services,teacher,course,father,2,yes,yes,yes,yes,GT3,4,2,2,3,12,0,0,2,0,5,2,2,yes
132,GP,F,15,U,T,1,1,at_home,other,course,mother,3,no,yes,yes,yes,GT3,4,3,3,1,8,0,0,0,0,4,1,2,no
133,GP,F,17,U,T,2,2,other,other,course,father,1,yes,yes,yes,yes,LE3,3,4,4,1,10,13,12,0,12,5,1,3,yes
134,GP,F,16,U,A,3,4,services,other,course,father,1,yes,yes,yes,no,GT3,3,2,1,1,12,11,11,0,16,5,1,4,yes
135,GP,M,15,R,T,3,4,at_home,teacher,course,mother,4,yes,no,yes,yes,GT3,5,3,3,2,9,0,0,0,0,5,1,1,no
136,GP,F,15,U,T,4,4,services,at_home,course,mother,1,yes,yes,yes,yes,GT3,4,3,3,3,11,0,0,0,0,5,1,1,no
137,GP,M,17,R,T,3,4,at_home,other,course,mother,3,yes,no,yes,no,GT3,5,4,5,2,10,0,0,0,0,5,2,4,yes
138,GP,F,16,U,A,3,3,other,other,course,other,2,no,yes,yes,yes,GT3,4,3,2,1,4,0,0,2,0,5,1,1,no
139,GP,M,16,U,T,1,1,services,other,course,mother,1,yes,no,yes,yes,LE3,4,4,4,2,14,12,12,1,0,5,1,3,yes
140,GP,F,15,U,T,4,4,teacher,teacher,course,mother,2,yes,yes,yes,no,GT3,4,3,2,1,16,16,15,0,0,5,1,1,no
141,GP,M,15,U,T,4,3,teacher,services,course,father,2,yes,yes,yes,no,GT3,2,2,2,4,7,9,0,0,0,3,1,1,no
142,GP,M,16,U,T,2,2,services,services,reputation,father,2,yes,yes,yes,no,LE3,2,3,3,1,9,9,9,2,8,2,2,2,yes
143,GP,F,15,U,T,4,4,teacher,services,course,mother,1,yes,yes,yes,no,GT3,4,2,2,3,9,11,11,0,2,5,1,1,no
144,GP,F,16,U,T,1,1,at_home,at_home,course,mother,1,yes,yes,yes,no,LE3,3,4,4,1,14,14,13,0,2,1,3,3,yes
145,GP,M,17,U,T,2,1,other,other,home,mother,1,yes,yes,yes,no,GT3,5,4,5,1,5,0,0,3,0,5,1,2,no
146,GP,F,15,U,T,1,1,other,services,course,father,1,yes,yes,yes,no,GT3,4,4,2,2,8,11,11,0,0,5,1,2,no
147,GP,F,15,U,T,3,2,health,services,home,father,1,yes,yes,yes,no,GT3,3,3,2,2,6,7,0,3,0,3,1,1,no
148,GP,F,15,U,T,1,2,at_home,other,course,mother,1,no,yes,yes,no,GT3,4,3,2,2,10,11,11,0,2,5,1,1,no
149,GP,M,16,U,T,4,4,teacher,teacher,course,mother,1,yes,yes,no,yes,GT3,3,3,2,1,7,6,0,0,0,5,2,1,no
150,GP,M,15,U,A,2,1,services,other,course,mother,4,yes,yes,yes,no,LE3,4,5,5,1,8,9,10,3,0,5,2,5,yes
151,GP,M,18,U,T,1,1,other,other,course,mother,1,yes,yes,no,yes,LE3,2,3,5,1,6,5,0,3,0,4,2,5,yes
152,GP,M,16,U,T,2,1,at_home,other,course,mother,1,yes,no,yes,yes,LE3,4,4,4,1,12,13,14,1,6,5,3,5,yes
153,GP,F,15,R,T,3,3,services,services,reputation,other,2,yes,yes,yes,yes,GT3,4,2,1,3,10,10,10,2,8,3,2,3,yes
154,GP,M,19,U,T,3,2,services,at_home,home,mother,1,yes,yes,no,yes,GT3,4,5,4,1,5,0,0,3,0,4,1,1,no
155,GP,F,17,U,T,4,4,other,teacher,course,mother,1,yes,no,yes,yes,GT3,4,2,1,1,11,11,12,0,0,4,1,1,no
156,GP,M,15,R,T,2,3,at_home,services,course,mother,1,yes,no,yes,no,GT3,4,4,4,2,11,8,8,0,2,1,1,1,no
157,GP,M,17,R,T,1,2,other,other,reputation,mother,1,yes,no,yes,no,LE3,2,2,2,1,16,12,13,0,8,5,3,3,yes
158,GP,F,18,R,T,1,1,at_home,other,course,mother,3,no,no,yes,no,GT3,5,2,5,1,9,8,10,3,6,4,1,5,yes
159,GP,M,16,R,T,2,2,at_home,other,course,mother,3,no,no,yes,no,GT3,4,2,2,1,17,15,15,0,2,3,1,2,no
160,GP,M,16,U,T,3,3,other,services,course,father,1,yes,yes,yes,yes,GT3,4,5,5,2,10,12,12,1,4,5,4,4,yes
161,GP,M,17,R,T,2,1,at_home,other,course,mother,2,yes,yes,no,yes,LE3,3,3,2,1,7,6,0,2,0,5,2,2,yes
162,GP,M,15,R,T,3,2,other,other,course,mother,2,yes,yes,yes,yes,GT3,4,4,4,2,5,9,7,2,6,3,1,4,yes
163,GP,M,16,U,T,1,2,other,other,course,mother,2,yes,no,yes,no,LE3,4,4,4,1,7,0,0,1,0,5,2,4,yes
164,GP,M,17,U,T,1,3,at_home,services,course,father,1,yes,yes,no,no,GT3,5,3,3,1,10,10,10,0,2,2,1,4,yes
165,GP,M,17,R,T,1,1,other,services,course,mother,4,yes,no,no,yes,LE3,5,3,5,2,5,8,7,3,0,5,1,5,yes
166,GP,M,16,U,T,3,2,services,services,course,mother,2,no,no,no,no,GT3,4,5,2,1,12,11,12,1,16,2,1,1,no
167,GP,M,16,U,T,2,2,other,other,course,father,1,yes,yes,no,no,GT3,4,3,5,2,10,10,10,0,4,4,2,4,yes
168,GP,F,16,U,T,4,2,health,services,home,father,1,yes,yes,yes,yes,GT3,4,2,3,2,14,15,16,0,0,3,1,1,no
169,GP,F,16,U,T,2,2,other,other,home,mother,1,no,yes,yes,no,GT3,5,1,5,2,6,7,0,0,0,4,1,1,no
170,GP,F,16,U,T,4,4,health,health,reputation,mother,1,yes,yes,yes,yes,GT3,4,4,2,2,14,14,14,0,0,3,1,1,no
171,GP,M,16,U,T,3,4,other,other,course,father,3,no,yes,yes,no,GT3,3,4,5,1,6,5,0,2,0,2,2,4,yes
172,GP,M,16,U,T,1,0,other,other,reputation,mother,2,yes,yes,yes,yes,GT3,4,3,2,2,13,15,16,0,2,3,1,1,no
173,GP,M,17,U,T,4,4,teacher,other,reputation,mother,1,yes,yes,yes,no,LE3,4,4,4,2,13,11,10,0,0,5,1,3,yes
174,GP,F,16,U,T,1,3,at_home,services,home,mother,1,no,yes,yes,yes,GT3,4,3,5,2,8,7,0,3,0,3,1,1,no
175,GP,F,16,U,T,3,3,other,other,reputation,mother,2,yes,yes,yes,no,LE3,4,4,5,2,10,11,9,0,4,4,1,1,no
176,GP,M,17,U,T,4,3,teacher,other,course,mother,2,yes,yes,yes,no,LE3,4,4,4,2,10,9,9,0,4,4,4,4,yes
177,GP,F,16,U,T,2,2,services,other,reputation,mother,2,no,yes,yes,no,GT3,3,4,4,2,13,13,11,0,2,5,1,4,yes
178,GP,M,17,U,T,3,3,other,other,reputation,father,1,no,yes,yes,no,GT3,4,3,4,2,6,5,6,0,4,4,1,4,yes
179,GP,M,16,R,T,4,2,teacher,services,other,mother,1,yes,yes,yes,yes,GT3,4,3,3,1,10,8,9,0,10,3,3,4,yes
180,GP,M,17,U,T,4,3,other,other,course,mother,1,yes,yes,yes,yes,GT3,5,2,3,2,10,10,11,0,4,2,1,1,no
181,GP,M,16,U,T,4,3,teacher,other,home,mother,1,yes,yes,yes,no,GT3,3,4,3,2,9,8,8,0,10,3,2,3,yes
182,GP,M,16,U,T,3,3,services,other,home,mother,1,yes,yes,yes,yes,GT3,4,2,3,2,12,13,12,0,2,3,1,2,no
183,GP,F,17,U,T,2,4,services,services,reputation,father,1,yes,no,yes,no,GT3,5,4,2,2,16,17,17,0,0,5,2,3,yes
184,GP,F,17,U,T,3,3,other,other,reputation,mother,1,yes,yes,yes,yes,LE3,5,3,3,2,9,9,8,0,56,1,2,3,yes
185,GP,F,16,U,T,3,2,other,other,reputation,mother,1,yes,yes,yes,no,GT3,1,2,2,2,12,13,12,0,14,1,1,2,no
186,GP,M,17,U,T,3,3,services,services,other,mother,1,yes,yes,yes,yes,GT3,4,3,4,2,12,12,11,0,12,4,2,3,yes
187,GP,M,16,U,T,1,2,services,services,other,mother,1,yes,yes,yes,yes,GT3,3,3,3,1,11,12,11,0,2,3,1,2,no
188,GP,M,16,U,T,2,1,other,other,course,mother,1,yes,yes,yes,yes,LE3,4,2,3,2,15,15,15,0,0,5,1,2,no
189,GP,F,17,U,A,3,3,health,other,reputation,mother,1,no,yes,yes,yes,GT3,3,3,3,2,8,7,9,0,6,3,1,3,yes
190,GP,M,17,R,T,1,2,at_home,other,home,mother,1,yes,no,yes,no,GT3,3,1,3,2,8,9,10,0,4,3,1,5,yes
191,GP,F,16,U,T,2,3,services,services,course,mother,1,yes,yes,yes,no,GT3,4,3,3,2,11,12,13,0,10,2,1,1,no
192,GP,F,17,U,T,1,1,at_home,services,course,mother,1,yes,yes,yes,no,GT3,5,3,3,2,8,8,9,0,0,3,1,1,no
193,GP,M,17,U,T,1,2,at_home,services,other,other,2,no,yes,yes,no,GT3,4,4,4,2,7,8,8,0,12,5,4,5,yes
194,GP,M,16,R,T,3,3,services,services,reputation,mother,1,yes,yes,yes,no,GT3,4,3,2,1,8,9,10,0,8,5,3,4,yes
195,GP,M,16,U,T,2,3,other,other,home,father,2,yes,yes,yes,no,GT3,5,3,3,1,13,14,14,0,0,3,1,1,no
